scraped_waittimes,hospital_webpage,total_minutes,read_timestamp,site_labels
"
                                            Estimated Wait Time:58 Minutes
",Atrium,58,2020-03-15T23:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T23:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 16 Minutes
",Atrium,76,2020-03-15T23:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-15T23:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-15T23:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-15T23:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-15T23:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-15T23:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T23:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:18 Minutes
",Atrium,18,2020-03-15T23:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-15T23:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-15T23:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-15T23:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:34 Minutes
",Atrium,34,2020-03-15T23:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-15T23:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-15T23:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-15T23:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-15T23:11:05Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-15T23:11:05Z,DeGraff Memorial HospitalNorth Tonawanda
14,Kaleida,14,2020-03-15T23:11:05Z,Millard Fillmore Suburban HospitalWilliamsville
60,Kaleida,60,2020-03-15T23:11:05Z,John R. Oishei Children's HospitalBuffalo
"5Min
",Longview TX,5,2020-03-15T23:11:08Z,"Longview Regional Medical Center, TX"
"
						16 Minutes*",NYU Langone,16,2020-03-15T23:11:09Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						11 Minutes*",NYU Langone,11,2020-03-15T23:11:09Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            18min *
",Piedmont,18,2020-03-15T23:11:09Z,Piedmont Athens Regional
"
                            19min *
",Piedmont,19,2020-03-15T23:11:09Z,Piedmont Atlanta
"
                            25min *
",Piedmont,25,2020-03-15T23:11:09Z,Piedmont Columbus Midtown
"
                            13min *
",Piedmont,13,2020-03-15T23:11:09Z,Piedmont Columbus Midtown Pediatrics
"
                            83min *
",Piedmont,83,2020-03-15T23:11:09Z,Piedmont Columbus Northside
"
                            34min *
",Piedmont,34,2020-03-15T23:11:09Z,Piedmont Fayette
"
                            86min *
",Piedmont,86,2020-03-15T23:11:09Z,Piedmont Henry
"
                            18min *
",Piedmont,18,2020-03-15T23:11:09Z,Piedmont Mountainside
"
                            17min *
",Piedmont,17,2020-03-15T23:11:09Z,Piedmont Mountainside - Ellijay
"
                            10min *
",Piedmont,10,2020-03-15T23:11:09Z,Piedmont Newnan
"
                            28min *
",Piedmont,28,2020-03-15T23:11:09Z,Piedmont Newton
"
                            28min *
",Piedmont,28,2020-03-15T23:11:09Z,Piedmont Rockdale Hospital
"
                            4min *
",Piedmont,4,2020-03-15T23:11:09Z,Piedmont Walton Hospital
27,Mary Washington,27,2020-03-16T00:11:04Z,Lee's Hill Emergency
14,Mary Washington,14,2020-03-16T00:11:04Z,Mary Washington Hospital
59,Mary Washington,59,2020-03-16T00:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T00:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:53 Minutes
",Atrium,53,2020-03-16T00:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T00:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:52 Minutes
",Atrium,52,2020-03-16T00:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:58 Minutes
",Atrium,58,2020-03-16T00:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:56 Minutes
",Atrium,56,2020-03-16T00:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T00:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-16T00:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-16T00:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-16T00:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-16T00:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T00:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-16T00:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T00:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-16T00:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-16T00:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:52 Minutes
",Atrium,52,2020-03-16T00:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-16T00:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time: 1 hours 11 Minutes
",Atrium,71,2020-03-16T00:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:43 Minutes
",Atrium,43,2020-03-16T00:11:04Z,Levine Children's Hospital
33,Kaleida,33,2020-03-16T00:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-16T00:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
0,Kaleida,0,2020-03-16T00:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
0,Kaleida,0,2020-03-16T00:11:04Z,John R. Oishei Children's HospitalBuffalo
"11Min
",Longview TX,11,2020-03-16T00:11:08Z,"Longview Regional Medical Center, TX"
"
						22 Minutes*",NYU Langone,22,2020-03-16T00:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						9 Minutes*",NYU Langone,9,2020-03-16T00:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
                            27min *
",Piedmont,27,2020-03-16T00:11:09Z,Piedmont Athens Regional
"
                            18min *
",Piedmont,18,2020-03-16T00:11:09Z,Piedmont Atlanta
"
                            22min *
",Piedmont,22,2020-03-16T00:11:09Z,Piedmont Columbus Midtown
"
                            16min *
",Piedmont,16,2020-03-16T00:11:09Z,Piedmont Columbus Midtown Pediatrics
"
                            38min *
",Piedmont,38,2020-03-16T00:11:09Z,Piedmont Columbus Northside
"
                            34min *
",Piedmont,34,2020-03-16T00:11:09Z,Piedmont Fayette
"
                            98min *
",Piedmont,98,2020-03-16T00:11:09Z,Piedmont Henry
"
                            23min *
",Piedmont,23,2020-03-16T00:11:09Z,Piedmont Mountainside
"
                            26min *
",Piedmont,26,2020-03-16T00:11:09Z,Piedmont Mountainside - Ellijay
"
                            17min *
",Piedmont,17,2020-03-16T00:11:09Z,Piedmont Newnan
"
                            32min *
",Piedmont,32,2020-03-16T00:11:09Z,Piedmont Newton
"
                            25min *
",Piedmont,25,2020-03-16T00:11:09Z,Piedmont Rockdale Hospital
"
                            3min *
",Piedmont,3,2020-03-16T00:11:09Z,Piedmont Walton Hospital
27,Mary Washington,27,2020-03-16T01:11:04Z,Lee's Hill Emergency
16,Mary Washington,16,2020-03-16T01:11:04Z,Mary Washington Hospital
56,Mary Washington,56,2020-03-16T01:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-16T01:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-16T01:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T01:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: 1 hours 29 Minutes
",Atrium,89,2020-03-16T01:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-16T01:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-16T01:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T01:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-16T01:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time: 1 hours 49 Minutes
",Atrium,109,2020-03-16T01:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: 1 hours 9 Minutes
",Atrium,69,2020-03-16T01:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-16T01:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T01:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:58 Minutes
",Atrium,58,2020-03-16T01:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T01:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-16T01:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:20 Minutes
",Atrium,20,2020-03-16T01:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-16T01:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T01:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time: 1 hours 22 Minutes
",Atrium,82,2020-03-16T01:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-16T01:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-16T01:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-16T01:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
0,Kaleida,0,2020-03-16T01:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
10,Kaleida,10,2020-03-16T01:11:04Z,John R. Oishei Children's HospitalBuffalo
"8Min
",Longview TX,8,2020-03-16T01:11:08Z,"Longview Regional Medical Center, TX"
"
						20 Minutes*",NYU Langone,20,2020-03-16T01:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						11 Minutes*",NYU Langone,11,2020-03-16T01:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
            14 min.",South Texas Health System,14,2020-03-16T01:11:09Z,South Texas Health System Children's
"
            8 min.",South Texas Health System,8,2020-03-16T01:11:09Z,South Texas Health System Edinburg
"
            5 min.",South Texas Health System,5,2020-03-16T01:11:09Z,South Texas Health System ER Alamo
"
            5 min.",South Texas Health System,5,2020-03-16T01:11:09Z,South Texas Health System ER McColl
"
            13 min.",South Texas Health System,13,2020-03-16T01:11:09Z,South Texas Health System ER Mission
